timestamp,time_elapsed,ozone_pct,temperature_c,pressure_mbar,sample_v,ref_v
38:26.3,09:20.2,1.37,28.3,1025.1,0.95767,0.72776
38:28.2,09:22.1,1.38,28.3,1025.1,0.95782,0.72725
38:30.3,09:24.2,1.38,28.3,1024.9,0.95797,0.72696
38:32.3,09:26.1,1.38,28.3,1025.1,0.95813,0.727
38:34.2,09:28.0,1.38,28.3,1024.9,0.95828,0.72814
38:36.2,09:30.0,1.37,28.3,1025.1,0.95842,0.72862
38:38.3,09:32.1,1.38,28.3,1024.8,0.95859,0.72814
38:40.2,09:34.0,1.38,28.3,1024.8,0.95874,0.72806
38:42.2,09:36.0,1.38,28.3,1024.9,0.95888,0.72753
38:44.2,09:38.1,1.38,28.3,1024.9,0.95904,0.7275
38:46.3,09:40.1,1.38,28.3,1024.9,0.9592,0.72819
38:48.2,09:42.1,1.38,28.3,1025.1,0.95937,0.72887
38:50.2,09:44.0,1.38,28.3,1025.1,0.95951,0.72898
38:52.3,09:46.1,1.38,28.4,1024.9,0.95966,0.72873
38:54.2,09:48.0,1.38,28.4,1024.9,0.9598,0.7283
38:56.2,09:50.0,1.38,28.4,1024.9,0.95996,0.72798
38:58.2,09:52.0,1.38,28.4,1024.9,0.9601,0.72819
39:00.3,09:54.1,1.38,28.4,1024.9,0.96026,0.72906
39:02.2,09:56.0,1.38,28.4,1024.9,0.9604,0.72942
39:04.3,09:58.1,1.38,28.4,1024.9,0.96056,0.7294
39:06.3,10:00.1,1.38,28.4,1024.9,0.96072,0.72907
39:08.3,10:02.1,1.38,28.4,1025.1,0.96086,0.72847
39:10.3,10:04.1,1.38,28.5,1025.1,0.96102,0.72847
39:12.2,10:06.1,1.38,28.5,1025.1,0.96118,0.72855
39:14.2,10:08.0,1.38,28.5,1024.9,0.96131,0.72955
39:16.2,10:10.1,1.38,28.5,1024.9,0.96147,0.73022
39:18.3,10:12.1,1.38,28.5,1025.1,0.96163,0.72985
39:20.2,10:14.1,1.38,28.5,1025.2,0.96178,0.72938
39:22.3,10:16.1,1.39,28.6,1025.1,0.96193,0.72897
39:24.2,10:18.0,1.39,28.6,1025.2,0.96209,0.72901
39:26.3,10:20.2,1.38,28.6,1024.8,0.96224,0.72962
39:28.2,10:22.0,1.38,28.6,1025.2,0.96239,0.7306
39:30.2,10:24.0,1.38,28.6,1025.3,0.96255,0.7306
39:32.3,10:26.2,1.38,28.6,1024.9,0.96269,0.73003
39:34.3,10:28.1,1.39,28.6,1025.1,0.96284,0.72964
39:36.2,10:30.0,1.39,28.6,1024.9,0.96299,0.72959
39:38.3,10:32.1,1.39,28.7,1024.9,0.96315,0.72984
39:40.2,10:34.1,1.38,28.6,1024.9,0.96329,0.73068
39:42.3,10:36.1,1.38,28.7,1025.1,0.96344,0.7313
39:44.2,10:38.0,1.38,28.7,1024.9,0.9636,0.73104
39:46.2,10:40.0,1.39,28.7,1024.9,0.96375,0.73027
39:48.4,10:42.2,1.39,28.7,1025.1,0.9639,0.72997
39:50.2,10:44.0,1.39,28.7,1025.1,0.96404,0.73033
39:52.3,10:46.1,1.39,28.7,1025.2,0.96421,0.73051
39:54.3,10:48.2,1.38,28.7,1025.1,0.96435,0.73165
39:56.3,10:50.1,1.38,28.7,1025.1,0.9645,0.73189
39:58.2,10:52.1,1.38,28.7,1025.3,0.96465,0.73158
40:00.2,10:54.0,1.38,28.7,1025.2,0.96482,0.73171
40:02.3,10:56.1,1.39,28.7,1025.1,0.96496,0.73117
40:04.2,10:58.1,1.39,28.7,1025.1,0.96512,0.73134
40:06.2,11:00.0,1.38,28.7,1025.1,0.96525,0.73208
40:08.2,11:02.0,1.38,28.7,1025.1,0.96541,0.7326
40:10.2,11:04.0,1.38,28.7,1024.9,0.96556,0.7324
40:12.2,11:06.0,1.38,28.7,1025.1,0.96572,0.73231
40:14.2,11:08.0,1.39,28.7,1025.2,0.96588,0.73177
40:16.2,11:10.0,1.39,28.7,1025.1,0.966,0.73132
40:18.2,11:12.1,1.39,28.7,1025.2,0.96616,0.73183
40:20.3,11:14.1,1.38,28.7,1025.1,0.96632,0.73265
40:22.2,11:16.1,1.38,28.7,1025.1,0.96647,0.73312
40:24.3,11:18.1,1.38,28.7,1025.2,0.96663,0.73298
40:26.3,11:20.1,1.39,28.7,1024.9,0.96676,0.73231
40:28.2,11:22.0,1.39,28.8,1024.9,0.96692,0.7322
40:30.2,11:24.0,1.39,28.7,1024.9,0.96706,0.73249
40:32.3,11:26.1,1.39,28.7,1024.8,0.96721,0.73318
40:34.3,11:28.1,1.38,28.7,1024.9,0.96737,0.73345
40:36.2,11:30.0,1.38,28.8,1024.9,0.96751,0.7338
40:38.3,11:32.1,1.39,28.8,1025.1,0.96766,0.73329
40:40.3,11:34.1,1.39,28.7,1025.1,0.96782,0.73268
40:42.2,11:36.0,1.39,28.8,1024.9,0.96796,0.73267
40:44.3,11:38.1,1.39,28.8,1024.9,0.96812,0.73319
40:46.2,11:40.1,1.38,28.8,1025.1,0.96826,0.73437
40:48.3,11:42.1,1.37,28.8,1025.1,0.96841,0.73721
40:50.3,11:44.1,1.31,28.7,1024.9,0.96856,0.75032
40:52.4,11:46.2,1.28,28.8,1025.2,0.96872,0.75822
40:54.3,11:48.1,1.27,28.8,1024.9,0.96885,0.76067
40:56.3,11:50.2,1.27,28.8,1025.1,0.969,0.76
40:58.2,11:52.1,1.27,28.8,1025.2,0.96916,0.75998
41:00.2,11:54.0,1.27,28.8,1025.3,0.9693,0.75944
43:18.2,14:12.0,0.56,28.8,1025.1,0.97944,0.94718
43:20.2,14:14.0,0.55,28.8,1025.2,0.97958,0.94975
43:22.2,14:16.1,0.55,28.8,1024.9,0.97972,0.94941
43:24.2,14:18.0,0.55,28.8,1025.3,0.97988,0.95084
43:26.2,14:20.0,0.54,28.8,1025.2,0.98001,0.95484
43:28.3,14:22.2,0.53,28.8,1025.2,0.98014,0.95575
43:30.2,14:24.1,0.53,28.8,1025.1,0.98029,0.95668
43:32.3,14:26.1,0.53,28.8,1025.3,0.98044,0.95725
43:34.3,14:28.1,0.52,28.8,1025.1,0.98058,0.95928
43:36.2,14:30.0,0.52,28.8,1025.2,0.98073,0.95972
43:38.2,14:32.1,0.51,28.8,1025.3,0.98086,0.96216
43:40.2,14:34.0,0.5,28.8,1025.3,0.98102,0.96483
43:42.2,14:36.1,0.49,28.8,1025.2,0.98116,0.96771
43:44.2,14:38.1,0.49,28.8,1025.3,0.98131,0.96861
43:46.3,14:40.1,0.49,28.8,1025.2,0.98146,0.96797
43:48.3,14:42.1,0.5,28.8,1025.1,0.98158,0.96685
43:50.3,14:44.2,0.5,28.8,1025.5,0.98173,0.96685
43:52.4,14:46.2,0.48,28.8,1025.3,0.98187,0.97302
43:54.2,14:48.1,0.47,28.8,1025.2,0.98202,0.97524
43:56.2,14:50.0,0.47,28.8,1025.2,0.98217,0.97583
43:58.2,14:52.0,0.46,28.8,1025.5,0.98229,0.97717
44:00.4,14:54.3,0.46,28.8,1025.1,0.98244,0.97836
44:02.3,14:56.1,0.46,28.8,1025.3,0.98258,0.97831
44:04.2,14:58.1,0.45,28.8,1025.5,0.98273,0.98289
44:06.2,15:00.0,0.44,28.8,1025.3,0.98286,0.98425
44:08.2,15:02.1,0.44,28.8,1025.2,0.983,0.98604
44:10.2,15:04.0,0.43,28.8,1025.2,0.98316,0.98684
44:12.2,15:06.0,0.43,28.8,1025.3,0.98329,0.98757
44:14.2,15:08.0,0.43,28.8,1024.9,0.98342,0.98733
44:16.3,15:10.1,0.44,28.9,1025.1,0.98358,0.98643
44:18.3,15:12.2,0.42,28.8,1025.2,0.98373,0.99093
44:20.2,15:14.0,0.42,28.9,1025.1,0.98386,0.99247
44:22.2,15:16.1,0.42,28.9,1025.1,0.984,0.9933
44:24.3,15:18.1,0.41,28.9,1024.9,0.98414,0.99446
44:26.3,15:20.1,0.42,28.9,1025.1,0.98428,0.99338
44:28.2,15:22.0,0.42,28.9,1025.1,0.98442,0.99309
44:30.3,15:24.1,0.4,28.9,1025.2,0.98456,0.99884
44:32.3,15:26.2,0.39,28.9,1025.2,0.9847,1.00055
44:34.2,15:28.0,0.39,28.9,1025.1,0.98484,1.001
44:36.2,15:30.0,0.39,29,1025.1,0.98497,1.00055
44:38.3,15:32.1,0.39,29,1024.9,0.98513,1.00178
44:40.3,15:34.1,0.39,29,1025.2,0.98526,1.00218
44:42.2,15:36.0,0.38,29,1025.2,0.9854,1.00587
44:44.2,15:38.0,0.37,29,1024.9,0.98554,1.00795
44:46.3,15:40.2,0.37,29,1024.9,0.98567,1.0071
44:48.2,15:42.0,0.37,29,1025.2,0.98581,1.00817
44:50.2,15:44.1,0.37,29,1025.6,0.98596,1.0096
44:52.3,15:46.1,0.36,29,1025.3,0.98611,1.01058
44:54.3,15:48.1,0.36,29,1025.7,0.98625,1.01142
44:56.2,15:50.0,0.36,29.1,1025.7,0.98638,1.01199
44:58.2,15:52.0,0.36,29.1,1025.5,0.98652,1.01369
45:00.2,15:54.0,0.35,29.1,1025.2,0.98666,1.0153
45:02.4,15:56.2,0.35,29.1,1025.2,0.98679,1.01625
45:04.2,15:58.1,0.35,29.1,1025.3,0.98693,1.01638
45:06.2,16:00.1,0.35,29.1,1025.3,0.98708,1.01602
45:08.3,16:02.1,0.34,29.1,1025.3,0.98721,1.01774
45:10.2,16:04.1,0.34,29.1,1025.3,0.98735,1.01993
45:12.2,16:06.0,0.33,29.1,1025.2,0.98749,1.02154
45:14.2,16:08.0,0.33,29.1,1025.2,0.98763,1.02225
45:16.2,16:10.1,0.33,29.2,1025.1,0.98777,1.02336
45:18.4,16:12.2,0.33,29.2,1025.1,0.9879,1.02277
45:20.3,16:14.1,0.33,29.2,1025.2,0.98806,1.02373
45:22.2,16:16.1,0.32,29.2,1025.3,0.98819,1.02539
45:24.3,16:18.2,0.32,29.2,1025.3,0.98832,1.02683
45:26.3,16:20.1,0.32,29.2,1025.3,0.98846,1.02765
45:28.2,16:22.1,0.31,29.2,1025.2,0.98858,1.02829
45:30.2,16:24.0,0.31,29.2,1025.5,0.98873,1.02851
45:32.2,16:26.0,0.31,29.2,1025.5,0.98886,1.02888
45:34.2,16:28.0,0.31,29.2,1025.6,0.989,1.02955
45:36.3,16:30.1,0.31,29.2,1025.6,0.98915,1.03097
45:38.3,16:32.2,0.3,29.2,1025.6,0.98927,1.03194
45:40.3,16:34.1,0.3,29.2,1025.6,0.98943,1.03201
45:42.2,16:36.1,0.31,29.2,1025.6,0.98955,1.03188
45:44.3,16:38.1,0.3,29.2,1025.1,0.98968,1.03363
45:46.3,16:40.1,0.3,29.2,1024.9,0.98984,1.03468
45:48.2,16:42.0,0.3,29.2,1025.6,0.98997,1.03468
45:50.2,16:44.1,0.3,29.2,1025.5,0.99009,1.03564
45:52.3,16:46.2,0.29,29.2,1025.5,0.99023,1.03788
45:54.3,16:48.1,0.29,29.2,1025.5,0.99037,1.03878
45:56.4,16:50.2,0.29,29.2,1025.5,0.99052,1.03919
45:58.2,16:52.0,0.29,29.2,1025.7,0.99064,1.03914
46:00.3,16:54.1,0.28,29.2,1025.5,0.99078,1.03981
46:02.3,16:56.2,0.28,29.2,1025.5,0.99092,1.03996
46:04.2,16:58.0,0.28,29.2,1025.2,0.99105,1.0419
46:06.2,17:00.0,0.28,29.2,1025.1,0.99117,1.04269
46:08.2,17:02.0,0.27,29.2,1025.5,0.99133,1.0436
46:10.2,17:04.1,0.27,29.2,1025.3,0.99146,1.04351
46:12.3,17:06.1,0.27,29.2,1025.3,0.99159,1.04365
46:14.3,17:08.1,0.28,29.2,1025.3,0.99173,1.04356
46:16.2,17:10.1,0.27,29.2,1025.7,0.99187,1.04596
46:18.2,17:12.1,0.27,29.2,1025.3,0.99199,1.04647
46:20.3,17:14.1,0.27,29.2,1025.2,0.99214,1.04715
46:22.2,17:16.1,0.26,29.2,1025.6,0.99227,1.04772
46:24.2,17:18.1,0.26,29.2,1025.7,0.9924,1.04905
46:26.3,17:20.1,0.26,29.2,1025.6,0.99254,1.04851
46:28.3,17:22.1,0.26,29.2,1025.5,0.99264,1.04935
46:30.3,17:24.1,0.26,29.2,1025.2,0.99279,1.0506
46:32.3,17:26.1,0.25,29.2,1025.3,0.99292,1.05144
46:34.2,17:28.0,0.25,29.2,1025.5,0.99307,1.05204
46:36.2,17:30.0,0.25,29.2,1025.5,0.99318,1.05253
46:38.2,17:32.0,0.25,29.2,1025.3,0.99334,1.05275
46:40.4,17:34.2,0.25,29.2,1025.5,0.99346,1.05333
46:42.3,17:36.1,0.25,29.2,1025.3,0.99359,1.0544
46:44.3,17:38.2,0.24,29.2,1025.2,0.99375,1.05519
46:46.3,17:40.1,0.24,29.2,1025.3,0.99386,1.05593
46:48.2,17:42.1,0.24,29.2,1025.6,0.994,1.05642
46:50.3,17:44.1,0.24,29.2,1025.7,0.99413,1.05618
46:52.2,17:46.0,0.24,29.2,1025.5,0.99425,1.05643
46:54.2,17:48.0,0.24,29.2,1025.6,0.99437,1.05615
46:56.3,17:50.1,0.24,29.2,1025.6,0.99452,1.05784
46:58.3,17:52.2,0.24,29.2,1025.5,0.99465,1.05878
47:00.3,17:54.1,0.24,29.2,1025.6,0.99479,1.05891
47:02.2,17:56.1,0.23,29.2,1025.3,0.99493,1.05955
47:04.3,17:58.1,0.23,29.2,1025.6,0.99506,1.06026
47:06.3,18:00.1,0.23,29.2,1025.7,0.99518,1.06088
47:08.2,18:02.0,0.23,29.2,1025.9,0.99531,1.06151
49:40.2,20:34.0,0.17,29.2,1026.3,1.00486,1.09
49:42.2,20:36.1,0.17,29.2,1026.4,1.00497,1.08994
49:44.2,20:38.0,0.17,29.2,1026.4,1.0051,1.0901
49:46.2,20:40.0,0.17,29.3,1026.4,1.0052,1.09044
49:48.2,20:42.0,0.17,29.3,1026.4,1.00533,1.09097
49:50.3,20:44.1,0.17,29.3,1026.4,1.00543,1.09134
49:52.3,20:46.1,0.17,29.3,1026.4,1.00553,1.09151
49:54.4,20:48.2,0.17,29.3,1026.4,1.00566,1.09174
49:56.3,20:50.2,0.17,29.3,1026.4,1.00576,1.0919
49:58.3,20:52.1,0.17,29.3,1026.3,1.00588,1.09201
50:00.2,20:54.1,0.17,29.3,1026.4,1.006,1.09254
50:02.3,20:56.1,0.17,29.3,1026.4,1.0061,1.09279
50:04.3,20:58.1,0.17,29.3,1026.3,1.00623,1.09287
50:06.3,21:00.2,0.17,29.3,1026.4,1.00633,1.09299
50:08.2,21:02.1,0.17,29.3,1026.3,1.00643,1.09338
50:10.3,21:04.1,0.17,29.3,1026.3,1.00655,1.09363
50:12.3,21:06.1,0.17,29.3,1026.4,1.00666,1.09389
50:14.2,21:08.1,0.17,29.3,1026.4,1.00679,1.09423
50:16.3,21:10.1,0.17,29.3,1026.4,1.00688,1.09437
50:18.4,21:12.2,0.17,29.3,1026.4,1.00702,1.09454
50:20.3,21:14.2,0.17,29.3,1026.3,1.00714,1.09476
50:22.2,21:16.1,0.16,29.3,1026.4,1.00726,1.09517
50:24.2,21:18.1,0.16,29.3,1026.4,1.00737,1.09529
50:26.2,21:20.1,0.16,29.4,1026.4,1.00748,1.09552
50:28.2,21:22.1,0.16,29.4,1026.3,1.00762,1.09607
50:30.3,21:24.1,0.16,29.4,1026.3,1.00774,1.09634
50:32.2,21:26.1,0.16,29.4,1026.4,1.00786,1.09662
50:34.3,21:28.2,0.16,29.4,1026.3,1.00798,1.0967
50:36.2,21:30.1,0.16,29.4,1026.4,1.0081,1.09682
50:38.3,21:32.2,0.16,29.4,1026.4,1.00822,1.09689
50:40.3,21:34.1,0.16,29.4,1026.4,1.00835,1.09745
50:42.2,21:36.1,0.16,29.4,1026.4,1.00848,1.09772
50:44.3,21:38.2,0.16,29.4,1026.4,1.0086,1.09787
50:46.3,21:40.1,0.16,29.4,1026.4,1.00875,1.09802
50:48.2,21:42.1,0.16,29.4,1026.4,1.00886,1.09828
50:50.2,21:44.1,0.16,29.4,1026.4,1.00898,1.0986
50:52.3,21:46.2,0.16,29.5,1026.3,1.00911,1.09895
50:54.3,21:48.1,0.16,29.5,1026.3,1.00924,1.09901
50:56.2,21:50.1,0.16,29.5,1026.4,1.00936,1.09917
50:58.2,21:52.1,0.16,29.5,1026.4,1.00949,1.09933
51:00.2,21:54.1,0.16,29.5,1026.4,1.00963,1.09954
51:02.4,21:56.2,0.16,29.5,1026.4,1.00974,1.09987
51:04.2,21:58.1,0.16,29.5,1026.4,1.00986,1.10002
51:06.2,22:00.1,0.16,29.5,1026.4,1.00999,1.10026
51:08.3,22:02.1,0.16,29.5,1026.3,1.01012,1.1006
51:10.3,22:04.1,0.16,29.6,1026.3,1.01025,1.10087
51:12.2,22:06.1,0.16,29.6,1026.4,1.01037,1.10105
51:14.3,22:08.1,0.16,29.6,1026.3,1.01049,1.10126
51:16.2,22:10.1,0.16,29.6,1026.4,1.01063,1.10137
51:18.3,22:12.1,0.16,29.6,1026.4,1.01075,1.10149
51:20.2,22:14.1,0.16,29.6,1026.4,1.01088,1.10186
51:22.2,22:16.1,0.16,29.6,1026.5,1.01101,1.1021
51:24.3,22:18.1,0.16,29.6,1026.4,1.01113,1.10229
51:26.3,22:20.2,0.16,29.6,1026.4,1.01127,1.10249
51:28.3,22:22.1,0.16,29.6,1026.4,1.01137,1.10256
51:30.2,22:24.1,0.15,29.6,1026.4,1.01151,1.10283
51:32.2,22:26.1,0.15,29.6,1026.4,1.01163,1.10313
51:34.2,22:28.1,0.15,29.6,1026.3,1.01175,1.1033
51:36.2,22:30.1,0.15,29.7,1026.4,1.01188,1.10353
51:38.3,22:32.1,0.15,29.7,1026.4,1.012,1.10374
51:40.3,22:34.2,0.15,29.7,1026.4,1.01212,1.10403
51:42.3,22:36.1,0.15,29.7,1026.4,1.01225,1.10417
51:44.2,22:38.1,0.15,29.7,1026.4,1.01239,1.10434
51:46.3,22:40.1,0.15,29.7,1026.4,1.01252,1.10452
51:48.2,22:42.1,0.15,29.7,1026.4,1.01263,1.10474
51:50.3,22:44.1,0.15,29.7,1026.4,1.01275,1.10487
51:52.3,22:46.1,0.15,29.7,1026.3,1.0129,1.10513
51:54.3,22:48.2,0.15,29.7,1026.3,1.01302,1.10532
51:56.2,22:50.1,0.15,29.7,1026.3,1.01313,1.10554
51:58.3,22:52.2,0.15,29.7,1026.4,1.01326,1.10573
52:00.3,22:54.1,0.15,29.7,1026.4,1.01338,1.10592
52:02.3,22:56.1,0.15,29.7,1026.3,1.01351,1.10615
52:04.2,22:58.0,0.15,29.7,1026.4,1.01363,1.10635
52:06.2,23:00.1,0.15,29.7,1026.4,1.01376,1.10649
52:08.3,23:02.2,0.15,29.7,1026.4,1.01387,1.10663
52:10.3,23:04.1,0.15,29.7,1026.3,1.01399,1.1068
52:12.2,23:06.1,0.15,29.7,1026.4,1.01412,1.10703
52:14.2,23:08.1,0.15,29.7,1026.3,1.01425,1.10724
52:16.3,23:10.1,0.15,29.7,1026.4,1.01437,1.1074
52:18.3,23:12.2,0.15,29.7,1026.4,1.0145,1.10759
52:20.3,23:14.1,0.15,29.7,1026.3,1.01463,1.10777
52:22.2,23:16.1,0.15,29.7,1026.3,1.01475,1.10788
14:20.4,45:14.2,0.13,31.2,1026.4,1.08516,1.19052
14:22.3,45:16.2,0.13,31.2,1026.3,1.08527,1.19065
14:24.3,45:18.2,0.13,31.2,1026.1,1.08538,1.19077
14:26.3,45:20.2,0.13,31.2,1026.1,1.0855,1.1909
14:28.4,45:22.3,0.13,31.2,1026.3,1.08562,1.19104
14:30.4,45:24.2,0.13,31.2,1026.3,1.08573,1.19115
14:32.3,45:26.2,0.13,31.2,1026.3,1.08585,1.1913
